"Id","CorrelationId","CommandText","Parameters","DurationMs","Timestamp"
"9916c311-eee0-46c1-8859-a6968d3f897d","6a42b01de8af49028993af5c3872753d","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-13 02:24:28.489071"
"fbc4c4cb-824f-4fd1-88d9-4885351dcad4","30901d4cb12f47cca8ee3c9c54243343","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","5","2026-04-13 02:24:28.783546"
"c6ff5633-b83c-48e9-a052-52a21533c9c8","6b6e62c19cfa4c298574072aa9ab5a77","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","7","2026-04-13 02:24:27.676222"
"267f125b-8c97-4871-93ed-2508a8f6e040","45c4d437b33647f29fa6b0ed75081c6f","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","2","2026-04-13 02:24:27.939171"
"9b4d9923-4aec-4a3c-8496-408bc13044a9","ab7bd6a1e7fb443681b215a33c9307bc","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","8","2026-04-13 02:24:28.238356"
"a8a059f8-27f2-4b4f-961f-71c5534e5a15","ed0824ca69434ab0ba64b00da9363757","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-13 02:24:28.239091"
"16cc3dca-5c67-49f9-93c3-8b15c00ba511","ca1cb18cca6543218dee4b4682e24841","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","2","2026-04-13 02:24:27.950178"
"ad0add14-0483-4d2c-8cde-0f670a459727","205eded6494342bfa595d0abb0014d03","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","2","2026-04-13 02:24:27.942396"
"eab0fe8b-da5a-4b16-867f-8d8b106521fb","cb48d5e7f2f74f6e94a953da5d71da34","SELECT l.""Id"", l.""Name"", l.""Address"", l.""Email"", l.""Mobile"", l.""ContactPerson"", l.""Website"", l.""FBRKey"", l.""POSID"", l.""ApiBaseUrl""
FROM ""Locations"" AS l
WHERE l.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (l.""IsDeleted"")","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;","10","2026-04-13 02:25:09.504468"
"57f23663-5dc7-445a-9b92-b0ea31488fa4","e70ba28ad8624df58029de7005352553","SELECT count(*)::int
FROM ""Products"" AS p
WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"")","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;","13","2026-04-13 02:25:09.517222"
"68f155f4-c430-49ed-8d13-f6c667f21ad2","0c036d0973c540539862f69f77cf45f7","SELECT s1.""Id"", s1.""ContactPerson"", s1.""Description"", s1.""Fax"", s1.""SupplierName"", s1.""Website"", s1.""MobileNo"", s1.""PhoneNo"", s1.""Email"", s2.""CountryName"" AS ""Country""
FROM (
    SELECT s.""Id"", s.""BillingAddressId"", s.""ContactPerson"", s.""Description"", s.""Email"", s.""Fax"", s.""MobileNo"", s.""PhoneNo"", s.""SupplierName"", s.""Website""
    FROM ""Suppliers"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"")
    ORDER BY s.""SupplierName""
    LIMIT @p1 OFFSET @p
) AS s1
INNER JOIN (
    SELECT s0.""Id"", s0.""CountryName""
    FROM ""SupplierAddresses"" AS s0
    WHERE s0.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s0.""IsDeleted"")
) AS s2 ON s1.""BillingAddressId"" = s2.""Id""
ORDER BY s1.""SupplierName""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@p1=100;@p=0;","13","2026-04-13 02:25:09.528792"
"fc6f6dd4-6527-4140-bd7a-73de18ce6692","182a02267e394e3aaf91b03ea82bd54f","SELECT c.""Id"", c.""CustomerName"", c.""Email"", c.""ContactPerson"", c.""MobileNo"", c.""Website"", c.""IsWalkIn""
FROM ""Customers"" AS c
WHERE c.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (c.""IsDeleted"") AND (c.""SalesPersonId"" = @userId OR (c.""LocationId"" IS NOT NULL AND c.""LocationId"" = ANY (@allowedLocations)))
ORDER BY c.""CustomerName""
LIMIT @p3 OFFSET @p","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@userId=a29de04b-8668-4510-8107-13b7d5869736;@allowedLocations=System.Collections.Generic.List`1[System.Guid];@p3=100;@p=0;","1","2026-04-13 02:25:09.524585"
"c9145af0-678a-457d-beff-772c6041433c","7c79e3d54ae74586812ce1765faf7b04","SELECT p1.""Id"" AS ""PurchaseOrderId"", p1.""OrderNumber"" AS ""PurchaseOrderNumber"", p1.""DeliveryDate"" AS ""ExpectedDispatchDate"", s0.""SupplierName"", p1.""SupplierId"", (
    SELECT COALESCE(sum(CASE
        WHEN p2.""Status"" = 0 THEN p2.""Quantity""
        ELSE -p2.""Quantity""
    END), 0.0)
    FROM ""PurchaseOrderItems"" AS p2
    WHERE p1.""Id"" = p2.""PurchaseOrderId"") AS ""TotalQuantity""
FROM (
    SELECT p.""Id"", p.""DeliveryDate"", p.""OrderNumber"", p.""SupplierId""
    FROM ""PurchaseOrders"" AS p
    WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"") AND NOT (p.""IsPurchaseOrderRequest"") AND p.""DeliveryStatus"" = 0 AND p.""LocationId"" = ANY (@_userInfoToken_LocationIds) AND (
        SELECT COALESCE(sum(CASE
            WHEN p0.""Status"" = 0 THEN p0.""Quantity""
            ELSE -p0.""Quantity""
        END), 0.0)
        FROM ""PurchaseOrderItems"" AS p0
        WHERE p.""Id"" = p0.""PurchaseOrderId"") > 0.0
    ORDER BY p.""DeliveryDate"" DESC
    LIMIT @p
) AS p1
INNER JOIN (
    SELECT s.""Id"", s.""SupplierName""
    FROM ""Suppliers"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"")
) AS s0 ON p1.""SupplierId"" = s0.""Id""
ORDER BY p1.""DeliveryDate"" DESC","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@_userInfoToken_LocationIds=System.Collections.Generic.List`1[System.Guid];@p=10;","10","2026-04-13 02:25:10.068328"
"9f00c7bb-22ff-4ff7-b096-a8e8e5a0cff4","9beed8c3688543408589beff742d5efe","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-13 02:27:00.839653"
"b1c9294a-c48a-4eac-966f-59e073e1a1d5","d0cba2eadf69447387a268711942ca48","SELECT u.""Id"", u.""Name"", u.""ParentId"", CASE
    WHEN u1.""Id"" IS NOT NULL THEN COALESCE(u1.""Name"", '') || '(' || COALESCE(u1.""Code"", '') || ')'
    ELSE ''
END AS ""BaseUnitName"", u.""Value"", u.""Operator"", u.""Code""
FROM ""UnitConversations"" AS u
LEFT JOIN (
    SELECT u0.""Id"", u0.""Code"", u0.""Name""
    FROM ""UnitConversations"" AS u0
    WHERE u0.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (u0.""IsDeleted"")
) AS u1 ON u.""ParentId"" = u1.""Id""
WHERE u.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (u.""IsDeleted"")
ORDER BY u.""Name""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;","969","2026-04-13 02:27:02.303707"
"3dbe2749-1c2b-4446-8c03-36da3bd594e0","9e5ea26e021f48dca0c346c917f1d641","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","2","2026-04-13 02:27:59.990921"
"732db976-510b-416e-b2c7-f41dbd25b45c","7ae4f9ce1eae4b2dbdf79c8e7ce9f1b3","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","12","2026-04-13 02:28:00.293992"
"76ae763c-9f9d-4e0e-bc39-ff6f00f181ae","3943800a62374ec8b7f49b5e30acc46a","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","15","2026-04-13 02:28:00.293992"
